# 260812-09a-stale-claim-sweep.tsv -- the CLAIM-LEVEL record-surface sweep for quick-260812-09a.
#
# WHY CLAIM-LEVEL: the earlier sweep registered sites FILE BY FILE and missed six or more. Here each claim
# carries its own grep pattern, its FULL hit list across the named surfaces, and a per-hit disposition.
# Sweeping by claim is what found ROADMAP.md:213, STATE.md:28 and three live HANDOFF.json fields
# (headline, carter_decisions_outstanding[0] and [2]) that the file-by-file scope did not name.
#
# SCOPE, STATED SO THE COUNTS REPRODUCE. `grep -r` does NOT follow symlinks on this GPFS tree (it silently
# UNDER-counts), and recursing from the repo root silently OVER-counts. The scope is an EXPLICIT file list:
#     .planning/*.md   .planning/*.json
#     .planning/phases/m3-aou-afr-ld-panel-build/*.md   + .continue-here.md (the glob misses dotfiles)
#     .claude/skills/*/SKILL.md
# SURFACES SCANNED: 83 files, measured AFTER the 2026-08-12 fixes.
# ⚠ ONE SCOPE EXCLUSION, and it is not a convenience: .planning/DECISIONS.md is swept UP TO the
#   '## 2026-08-12 - DEC-2026-08-12-adversarial-review-remediation' heading. That entry is the RECORD OF
#   this enumeration, not a subject of it -- it necessarily QUOTES every stale claim in order to register
#   it, so counting it would make the sweep circular and self-inflating. Same scoping discipline the
#   260811-rcw review states for its own Reconciliation log. Everything BEFORE that heading IS swept.
#
# ⚠ THIS FILE IS TAB-SEPARATED AND NOT CSV-QUOTED. Excerpts contain quote characters; a QUOTE_MINIMAL
# csv reader MERGES rows and silently under-counts (it read 130 rows back as 118 during authoring).
# Parse it by splitting on TAB, never with csv defaults.
#
# disposition=fixed      : a dated 2026-08-12 supersession/correction note sits within +/-6 lines of the hit.
# disposition=left       : deliberately untouched; the reason is the last column.
# disposition=eliminated : the wording was rewritten, so the pattern no longer matches anywhere.
#
# 260812-09a-check-sweep.sh asserts, per (claim_id, file), that the number of UN-ANNOTATED hits equals the
# number of disposition=left rows recorded here. The DEC-2026-08-12 canonical table is RENDERED from this
# file, never retyped -- that is what stops a fourth divergent list from being born.
claim_id	grep_pattern	file	line	excerpt	disposition	reason
C1	0-line diff	.planning/STATE.md	1619	N, never the RED** (both REDs 0-line diff). **T3 drift (6 sites — 4 predicted):** plan spec'd `present_rate_for	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C1	0-line diff	.planning/STATE.md	1621	0 failed**; frozen contracts 0-line diff; all 5 recent tags confirmed on origin individually via `git ls-remot	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C1	0-line diff	.planning/STATE.md	1622	ontracts + `finemap.smk` at **0-line diff**; no `nan_to_num`/`condition_ld_matrix` revival, m3-06 stays HELD. *	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C1	0-line diff	.planning/STATE.md	1647	0 failed**, frozen contracts 0-line diff, all four m3-07 occlusion modules present, all 5 recent tags confirme	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	80	FALSE.** 'All 7 pinned files 0-line diff vs `bf16289`' — **retracted**. `bf16289` appears in **ZERO** places a	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	184	ontracts + `finemap.smk` at **0-line diff**; no NaN→0 revival; m3-06 stays HELD.	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	212	ertions. All **7 pinned files 0-line diff**, working tree clean. I also **independently reproduced the m3-04c c	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	226	(422.66s). All 7 pinned files 0-line diff.	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	240	nst the 07a REDs — **`tests/` 0-line diff: no test was edited to force green.** Full `tests/m3` **15F/405P/31S	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	256	. **Frozen contracts VERIFIED 0-line diff across the ENTIRE session** (`plink_ld_to_npz.py`, `ld_npz_to_rds.R`,	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/deferred-items.md	1093	` states *'All 7 pinned files 0-line diff vs	left	dated deferred-items entry that already carries the correct disposition inline; superseded by DEC-2026-08-12, not edited
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-BLAST-RADIUS.md	148	contracts) verified 0-line diff vs `bf16289`, working tree clean.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-SUMMARY.md	91	## 0-line diff verification	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-SUMMARY.md	169	dules + 3 frozen contracts at 0-line diff | **PASS** |	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-SUMMARY.md	312	are pinned at a 0-line diff by this plan's must_haves, so the fix (a shared coercion	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-SUMMARY.md	326	0-line diff here and guarded by `test_params_region_id_is_untouched`.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-occlusion-catalog-and-consume-seam-PLAN.md	40	ts so the 07c module stays at 0-line diff'	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-occlusion-catalog-and-consume-seam-PLAN.md	374	uded_from_sumstats.py`. Their 0-line diff is a	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-occlusion-catalog-and-consume-seam-PLAN.md	458	ed_from_sumstats.py` stays at 0-line diff. Two subcommands:	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-occlusion-catalog-and-consume-seam-PLAN.md	598	m3-07 modules are at 0-line diff.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04b-W4-occlusion-catalog-and-consume-seam-PLAN.md	609	- Confirmation of the 0-line diff for all four m3-07 modules and all three frozen contracts.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-04c-W4-panel-reachability-egress-and-fire-PLAN.md	1570	urs it; both are FROZEN here (0-line diff gated). No new `.npz` producer or consumer is introduced by this plan	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-07a-UAT.md	51	expected: 0-line diff across the whole session on all 5 frozen files (plink_ld_to_npz.py,	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-07a-UAT.md	121	ched (all 5 frozen contracts: 0-line diff) and no legacy test	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-07c-W7-present-rate-and-lockstep-PLAN.md	313	N and left the RED untouched (0-line diff:	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C1	0-line diff	.planning/phases/m3-aou-afr-ld-panel-build/m3-07c-W7-present-rate-and-lockstep-SUMMARY.md	144	th suites went green with a **0-line diff to `tests/`**.	left	dated phase record (PLAN/SUMMARY/REVIEW/BLAST-RADIUS/UAT/CONTEXT/RESEARCH/VALIDATION) stating what that plan asserted on its own date; rewriting it would falsify the historical record
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/HANDOFF.json	7	-e2-orientation-disposition). ZERO Carter decisions outstanding. NEXT = discharge the three E-2 disclosure obligations, or m3-04c Tas	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/HANDOFF.json	24	this record-surface sweep). ⚠ ZERO CARTER DECISIONS OUTSTANDING, and this time the two that were outstanding are RECORDED: DEC-2026-0	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/HANDOFF.json	25	07a. E-2 DECIDED as option A; ZERO Carter decisions outstanding. ⚠ BUT THREE E-2 OBLIGATIONS ARE UNDISCHARGED (manuscript limitation	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/STATE.md	28	BYTES→CODE, AND E-2 DECIDED. ZERO Carter decisions outstanding.**	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/STATE.md	49	**▶ ZERO CARTER DECISIONS OUTSTANDING. What remains is work and one question:**	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/STATE.md	1641	level record-surface sweep. **ZERO Carter decisions outstanding**: `DEC-2026-08-11-e2-framing-correction` (framing B) and `DEC-2026-0	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	15	> **⚠ ZERO CARTER DECISIONS OUTSTANDING — and unlike the 2026-08-07 block below, the two that were outstandin	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C2	(?i)zero\s+(carter\s+)?decisions?\s+outstanding	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	32	ve): E-2 DECIDED AS OPTION A. ZERO Carter decisions outstanding.**	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C3	(?i)(all\s+)?three\s+e-2\s+(disclosure\s+)?obligations?.{0,80}?(undischarged|remain open)|three\s+undischarged	.planning/HANDOFF.json	25	decisions outstanding. ⚠ BUT THREE E-2 OBLIGATIONS ARE UNDISCHARGED (manuscript limitation naming APOL1_22q12 18.41% and FTO_16q12 23.80%	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C3	(?i)(all\s+)?three\s+e-2\s+(disclosure\s+)?obligations?.{0,80}?(undischarged|remain open)|three\s+undischarged	.planning/HANDOFF.json	110	n an undated LIVE field. (a) 'THREE UNDISCHARGED OBLIGATIONS and one open question' -> obligation (3) is DISCHARGED (D	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C3	(?i)(all\s+)?three\s+e-2\s+(disclosure\s+)?obligations?.{0,80}?(undischarged|remain open)|three\s+undischarged	.planning/STATE.md	61	CTION — remains CARTER'S, and ALL THREE E-2 obligations remain UNDISCHARGED**: drafting is not disclosing, nothing was posted, no manuscript file	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C4	LIMITATION[ -]vs[ -]CORRECTION	.planning/DECISIONS.md	1320	| **(3)** LIMITATION vs CORRECTION | ✅ **DISCHARGED** by this entry | the framing is chosen **and** reco	left	DECISIONS.md is STRICTLY APPEND-ONLY, and every hit here is a retraction/decision entry stating the claim in order to retract or answer it - correct as written
C4	LIMITATION[ -]vs[ -]CORRECTION	.planning/HANDOFF.json	25	US CLAUSE BELOW IS STALE: the LIMITATION-vs-CORRECTION question was ANSWERED on 2026-08-11 (DEC-2026-08-11-e2-framing-correc	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C4	LIMITATION[ -]vs[ -]CORRECTION	.planning/STATE.md	53	ing **B, CORRECTION**, so the LIMITATION-vs-CORRECTION question is no longer open. **(1) and (2) remain UNDISCHARGED and are	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C4	LIMITATION[ -]vs[ -]CORRECTION	.planning/STATE.md	61	ed pair. ⚠ **Obligation (3) — LIMITATION vs CORRECTION — remains CARTER'S, and ALL THREE E-2 obligations remain UNDISCHARGED	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C4	LIMITATION[ -]vs[ -]CORRECTION	.planning/STATE.md	1249	ting is not disclosing.** The LIMITATION-vs-CORRECTION choice is Carter's, answerable now by picking a matched pair. PRIOR (	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C4	LIMITATION[ -]vs[ -]CORRECTION	.planning/phases/m3-aou-afr-ld-panel-build/deferred-items.md	377	| **(3)** LIMITATION vs CORRECTION | ✅ **DISCHARGED** 2026-08-11 (`DEC-2026-08-11-e2-framing-correction`	left	dated deferred-items entry that already carries the correct disposition inline; superseded by DEC-2026-08-12, not edited
C5	SR4-OPEN	.planning/DECISIONS.md	1260	ose the pair for E-2, and for SR4-OPEN,	left	DECISIONS.md is STRICTLY APPEND-ONLY, and every hit here is a retraction/decision entry stating the claim in order to retract or answer it - correct as written
C5	SR4-OPEN	.planning/DECISIONS.md	1374	C-2026-08-11-sr4-disposition: SR4-OPEN is answered NEVER ACTUALLY FROZEN; the handoff language was wrong and	left	DECISIONS.md is STRICTLY APPEND-ONLY, and every hit here is a retraction/decision entry stating the claim in order to retract or answer it - correct as written
C5	SR4-OPEN	.planning/DECISIONS.md	1381	ose the pair for E-2, and for SR4-OPEN,	left	DECISIONS.md is STRICTLY APPEND-ONLY, and every hit here is a retraction/decision entry stating the claim in order to retract or answer it - correct as written
C5	SR4-OPEN	.planning/DECISIONS.md	1494	uestion is independent of the SR4-OPEN answer and can be taken up whenever it	left	DECISIONS.md is STRICTLY APPEND-ONLY, and every hit here is a retraction/decision entry stating the claim in order to retract or answer it - correct as written
C5	SR4-OPEN	.planning/DECISIONS.md	1498	nel-build/deferred-items.md` (SR4-OPEN);	left	DECISIONS.md is STRICTLY APPEND-ONLY, and every hit here is a retraction/decision entry stating the claim in order to retract or answer it - correct as written
C5	SR4-OPEN	.planning/HANDOFF.json	9	2 disclosure obligations, the SR4-OPEN question, K-2 (extraction declined on fire-path risk), K-3 (CLOSED),	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/HANDOFF.json	24	C-2026-08-11-sr4-disposition (SR4-OPEN answered: NEVER ACTUALLY FROZEN for all five drifted files). Neither	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/HANDOFF.json	48	sr4-disposition then answered SR4-OPEN as NEVER-FROZEN for all five drifted files. bf16289 appears in ZERO p	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/HANDOFF.json	110	and the 'one open question' (SR4-OPEN) is ANSWERED (DEC-2026-08-11-sr4-disposition, never-frozen); only obl	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/HANDOFF.json	119	'✅ SR4-OPEN — DECIDED 2026-08-11: NEVER ACTUALLY FROZEN (DEC-2026-08-11-sr4-dispo	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/ROADMAP.md	1080	-11-sr4-disposition` answered SR4-OPEN as **NEVER ACTUALLY	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/STATE.md	41	ifted* or *never frozen* is **SR4-OPEN**, a question for Carter; nothing is blocked on it.	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C5	SR4-OPEN	.planning/STATE.md	51	-2026-08-11-sr4-disposition` (SR4-OPEN = **NEVER ACTUALLY FROZEN** for all five drifted files). Neither is r	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/STATE.md	54	- **SR4-OPEN** — were those five drifted files frozen-and-drifted, or never frozen	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/STATE.md	1249	ntent with A's placement) and SR4-OPEN = NEVER ACTUALLY FROZEN per DEC-2026-08-11-sr4-disposition (handoff l	left	dated historical block or quick-task ledger row - preserved as the record of its own session; DEC-2026-08-11-sr4-disposition protects these from rewriting
C5	SR4-OPEN	.planning/STATE.md	1634	| 260811-pmv | **SR4-OPEN evidence dossier — the evidence supports NEVER-FROZEN for all five dr	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/STATE.md	1636	ose the pair for E-2, and for SR4-OPEN, correct the handoff language').** (A) `DEC-2026-08-11-e2-framing-cor	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/STATE.md	1641	are RECORDED and STANDING; **SR4-OPEN is no longer an open question** and **E-2's framing is no longer Cart	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	15	-2026-08-11-sr4-disposition` (SR4-OPEN answered: **NEVER ACTUALLY FROZEN** for all five drifted files). **Ne	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	34	1-e2-framing-correction`) and SR4-OPEN was ANSWERED on 2026-08-11 (`DEC-2026-08-11-sr4-disposition`). The bl	fixed	corrected or annotated in place with a dated 2026-08-12 supersession note within +/-6 lines
C5	SR4-OPEN	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	63	> - **SR4-OPEN** — five files the project called 'frozen' were never enforced *and*	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C5	SR4-OPEN	.planning/phases/m3-aou-afr-ld-panel-build/.continue-here.md	84	> **▶ SR4-OPEN — a QUESTION for Carter, nothing blocked on it.** Were those five dri	left	inside a dated historical '>' block - the fix IS the 2026-08-12 prepend+demote at the top of the file, not an in-place rewrite (DEC-2026-08-11-sr4-disposition protects these blocks)
C5	SR4-OPEN	.planning/phases/m3-aou-afr-ld-panel-build/deferred-items.md	340	ose the pair for E-2, and for SR4-OPEN,	left	dated deferred-items entry that already carries the correct disposition inline; superseded by DEC-2026-08-12, not edited
C5	SR4-OPEN	.planning/phases/m3-aou-afr-ld-panel-build/deferred-items.md	1056	## ⚠ SR4-OPEN — FIVE files `HANDOFF.json` calls 'frozen at `bf16289`' have MOVED. A	left	dated deferred-items entry that already carries the correct disposition inline; superseded by DEC-2026-08-12, not edited
